,study_ID,Study,Site,Latitude,Longitude,max_Depth,mean_Depth,min_Depth,trajectory_ID,sample_size,sample_unit_size_sq_m,year,period,rawDate,sasDate,biomass_KG_wet_per_sq_m,Stipe_Density_num_per_sq_m,individual_per_sq_m,percent_cover,biomass_KG_wet_per_sq_m_STD,Stipe_Density_num_per_sq_m_STD,individual_per_sq_m_STD,percent_cover_STD,focalKelp,focalKelp_STD,focalUnit,elapsed,ROC,len,ECOREGION,PROVINCE,REALM
42,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2004,18,16299,08/16/2004,NA,9.07,NA,NA,NA,3.956103,NA,NA,9.07,3.95610288,3,375,0.206130953,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
43,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2005,19,16640,07/23/2005,NA,5.57,NA,NA,NA,4.435595,NA,NA,5.57,4.435594661,3,341,-0.522250956,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
44,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2006,20,17024,08/11/2006,NA,7.07,NA,NA,NA,2.391286,NA,NA,7.07,2.391286265,3,384,0.226821606,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
45,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2007,21,17391,08/13/2007,NA,5.98,NA,NA,NA,3.068917,NA,NA,5.98,3.068916747,3,367,-0.166641493,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
46,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2008,22,17752,08/08/2008,NA,6.87,NA,NA,NA,1.479696,NA,NA,6.87,1.479695915,3,361,0.140376946,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
47,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2009,23,18144,09/04/2009,NA,10.68,NA,NA,NA,1.873032,NA,NA,10.68,1.873032301,3,392,0.411100734,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
48,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2010,24,18505,08/31/2010,NA,8.19,NA,NA,NA,3.281463,NA,NA,8.19,3.281463088,3,361,-0.268584145,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
49,1,VancouverIsland-JaneWatson,KAMILS,50.0080556,-127.43417,9,9,9,2,5,20,2011,25,18864,08/25/2011,NA,11.91,NA,NA,NA,3.768189,NA,NA,11.91,3.76818922,3,359,0.380983714,25,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
50,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1988,1,10475,09/05/1988,NA,0.05,NA,NA,NA,0.111803,NA,NA,0.05,0.111803399,3,NA,NA,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
51,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1989,2,10804,07/31/1989,NA,3.25,NA,NA,NA,3.578058,NA,NA,3.25,3.578058133,3,329,4.634331156,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
52,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1990,3,11173,08/04/1990,NA,3.04,NA,NA,NA,2.807,NA,NA,3.04,2.807000178,3,369,-0.066118645,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
53,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1991,4,11570,09/05/1991,NA,9.03,NA,NA,NA,7.711728,NA,NA,9.03,7.711728081,3,397,1.001626687,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
54,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1992,5,11947,09/16/1992,NA,9.58,NA,NA,NA,4.865003,NA,NA,9.58,4.865002569,3,377,0.057282462,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
55,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1993,6,12257,07/23/1993,NA,11.59,NA,NA,NA,2.245106,NA,NA,11.59,2.245105788,3,310,0.224410855,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
56,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1994,7,12642,08/12/1994,NA,15.41,NA,NA,NA,7.134196,NA,NA,15.41,7.13419582,3,385,0.270260326,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
57,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1995,8,13004,08/09/1995,NA,10.99,NA,NA,NA,3.942778,NA,NA,10.99,3.942778208,3,362,-0.341065689,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
58,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1996,9,13373,08/12/1996,NA,14.83,NA,NA,NA,7.242807,NA,NA,14.83,7.242806776,3,369,0.296620998,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
59,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1997,10,13735,08/09/1997,NA,10.22,NA,NA,NA,2.209525,NA,NA,10.22,2.209524836,3,362,-0.375648094,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
60,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1998,11,14098,08/07/1998,NA,10.78,NA,NA,NA,4.287278,NA,NA,10.78,4.287277691,3,363,0.053676638,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
61,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,1999,12,14437,07/12/1999,NA,9.88,NA,NA,NA,3.663264,NA,NA,9.88,3.663263572,3,339,-0.093930722,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
62,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2000,13,14823,08/01/2000,NA,9.72,NA,NA,NA,2.20159,NA,NA,9.72,2.201590334,3,386,-0.015449217,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
63,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2001,14,15211,08/24/2001,NA,7.49,NA,NA,NA,1.428461,NA,NA,7.49,1.42846071,3,388,-0.245335809,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
64,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2002,15,15555,08/03/2002,NA,6.18,NA,NA,NA,1.707923,NA,NA,6.18,1.707922715,3,344,-0.204126467,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
65,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2003,16,15927,08/10/2003,NA,5.27,NA,NA,NA,1.858292,NA,NA,5.27,1.858292227,3,372,-0.156397604,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
66,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2004,17,16305,08/22/2004,NA,4.71,NA,NA,NA,2.187579,NA,NA,4.71,2.18757857,3,378,-0.108553126,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
67,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2005,18,16647,07/30/2005,NA,3.22,NA,NA,NA,0.953677,NA,NA,3.22,0.953677094,3,342,-0.406160722,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
68,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2006,19,17030,08/17/2006,NA,3.78,NA,NA,NA,1.4877,NA,NA,3.78,1.487699566,3,383,0.152911627,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
69,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2007,20,17394,08/16/2007,NA,4.17,NA,NA,NA,4.908742,NA,NA,4.17,4.908742201,3,364,0.098529224,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
70,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2008,21,17754,08/10/2008,NA,8.19,NA,NA,NA,6.140888,NA,NA,8.19,6.140887558,3,360,0.684841581,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
71,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2009,22,18144,09/04/2009,NA,9.72,NA,NA,NA,6.364609,NA,NA,9.72,6.364609179,3,390,0.160402554,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
72,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2010,23,18503,08/29/2010,NA,7.16,NA,NA,NA,4.903111,NA,NA,7.16,4.903111257,3,359,-0.310997289,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
73,1,VancouverIsland-JaneWatson,KYUQUOTBAY,49.9863889,-127.29861,9,9,9,3,5,20,2011,24,18868,08/29/2011,NA,6.86,NA,NA,NA,3.073963,NA,NA,6.86,3.07396324,3,365,-0.042831856,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
74,1,VancouverIsland-JaneWatson,MQUINNA,49.6088889,-126.78056,9,9,9,4,5,20,1987,1,10121,09/17/1987,NA,0,NA,NA,NA,0,NA,NA,0,0,3,NA,NA,6,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
75,1,VancouverIsland-JaneWatson,MQUINNA,49.6088889,-126.78056,9,9,9,4,5,20,1988,2,10493,09/23/1988,NA,0.12,NA,NA,NA,0.268328,NA,NA,0.12,0.268328157,3,372,9999,6,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
76,1,VancouverIsland-JaneWatson,MQUINNA,49.6088889,-126.78056,9,9,9,4,5,20,1989,3,10864,09/29/1989,NA,14.97,NA,NA,NA,18.45822,NA,NA,14.97,18.45821633,3,371,4.751510407,6,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
77,1,VancouverIsland-JaneWatson,MQUINNA,49.6088889,-126.78056,9,9,9,4,5,20,1990,4,11246,10/16/1990,NA,32.02,NA,NA,NA,16.37428,NA,NA,32.02,16.37427861,3,382,0.726974199,6,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
78,1,VancouverIsland-JaneWatson,MQUINNA,49.6088889,-126.78056,9,9,9,4,5,20,1991,5,11593,09/28/1991,NA,30.35,NA,NA,NA,15.25303,NA,NA,30.35,15.25303249,3,347,-0.056381327,6,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
79,1,VancouverIsland-JaneWatson,MQUINNA,49.6088889,-126.78056,9,9,9,4,5,20,1992,6,11953,09/22/1992,NA,25.48,NA,NA,NA,11.21899,NA,NA,25.48,11.2189906,3,360,-0.177453351,6,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
80,1,VancouverIsland-JaneWatson,NONAME,50.0622222,-127.44917,9,9,9,5,5,20,1988,1,10470,08/31/1988,NA,15.55,NA,NA,NA,6.482958,NA,NA,15.55,6.48295843,3,NA,NA,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
81,1,VancouverIsland-JaneWatson,NONAME,50.0622222,-127.44917,9,9,9,5,5,20,1989,2,10814,08/10/1989,NA,16.44,NA,NA,NA,4.704174,NA,NA,16.44,4.704173679,3,344,0.05909485,24,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific
