"","group_name","mean","se","p","lower_0.99","upper_0.99","lower_0.95","upper_0.95","lower_0.9","upper_0.9","lower_0.99_q","lower_0.95_q","lower_0.9_q","upper_0.9_q","upper_0.95_q","upper_0.99_q","SiteName","group_num","study_num","Rhat","Rhat_upper_CI","parameter","grouping","Period","StudyName2","Site2","REALM"
"150","Bassian",-0.0186836449459881,0.0510372354289977,0.36175,-0.14483023311422,0.105459503931206,-0.118681569965912,0.0799819529748593,-0.101836525579753,0.0655954690656901,-0.147744714353385,-0.12193169049145,-0.103955374016416,0.0644123976387646,0.0781975552022135,0.104794692852763,"KelpCover_Temperate_Australia-Merlan Outer.Port Phillip Heads.VIC.28-11-293:KelpCover_Temperate_Australia",3,26,1.00078684004072,1.00395660680798,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Merlan Outer.Port Phillip Heads.VIC.28-11-293:KelpCover_Temperate_Australia",191,"Temperate Australasia"
"151","Bassian",-0.0264956257976015,0.0434010749520499,0.265,-0.141263255479776,0.0866266578873902,-0.111291509308545,0.0579115686001447,-0.0938926197618159,0.0482059633675931,-0.141291932440909,-0.110747254622876,-0.0974593208436487,0.0449107940737756,0.05862639867502,0.0846783970325487,"KelpCover_Temperate_Australia-Shark Jaw Gulch. 10m.Port Davey.TAS.16-11-443:KelpCover_Temperate_Australia",3,26,1.00035239285868,1.001848722729,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Shark Jaw Gulch. 10m.Port Davey.TAS.16-11-443:KelpCover_Temperate_Australia",178,"Temperate Australasia"
"152","Bassian",-0.0251047972814241,0.0407763347683509,0.26825,-0.135817167405026,0.0745000636936651,-0.106116501412112,0.050871731060057,-0.0910149584619684,0.0422116238171806,-0.13062543510311,-0.105177044794547,-0.092207808679031,0.0413538906118157,0.0527120491119462,0.0847906167390906,"KelpCover_Australia_Victoria-Shack Bay beach, Bunurong-26-63:KelpCover_Australia_Victoria",3,25,1.00002500002845,1.00216464544226,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-Shack Bay beach, Bunurong-26-63:KelpCover_Australia_Victoria",179,"Temperate Australasia"
"153","Bassian",-0.0244471758754587,0.0515423685944123,0.317,-0.154247237916393,0.114778421883047,-0.125322040861625,0.0811038382264214,-0.108141008327623,0.0600205605668197,-0.164489028535675,-0.131274870746265,-0.11049434582942,0.0591264361140634,0.0753574809490106,0.109825246840071,"KelpCover_Temperate_Australia-Shortland Bluff.Port Phillip Heads.VIC.28-11-447:KelpCover_Temperate_Australia",3,26,1.00050788125828,1.00292277731617,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Shortland Bluff.Port Phillip Heads.VIC.28-11-447:KelpCover_Temperate_Australia",180,"Temperate Australasia"
"154","Bassian",-0.00221423689776246,0.0337926518074552,0.47475,-0.0848039024464013,0.0859698368770213,-0.0692181750915534,0.0633396751044118,-0.060949864905746,0.0508695168915299,-0.0887561682845665,-0.0685818126233699,-0.0582752909838541,0.0540407193494075,0.0647226784585133,0.0843063152414983,"KelpCover_Temperate_Australia-North East Siltstone.Maria External.TAS.0-11-331:KelpCover_Temperate_Australia",3,26,1.00175554783145,1.00506671764565,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-North East Siltstone.Maria External.TAS.0-11-331:KelpCover_Temperate_Australia",221,"Temperate Australasia"
"155","Bassian",-0.00178702709258484,0.0253420766794367,0.472,-0.0627951030053475,0.0657720459403106,-0.0498525962894629,0.0482789472775977,-0.0449059618006452,0.0371692306618891,-0.0651476093112947,-0.0509977461732422,-0.0425870595783405,0.0399835099710494,0.0474617976691336,0.063451703195675,"KelpCover_Temperate_Australia-Waubs Bay.Bicheno External.TAS.13-11-538:KelpCover_Temperate_Australia",3,26,1.00032096629193,1.00269378673328,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Waubs Bay.Bicheno External.TAS.13-11-538:KelpCover_Temperate_Australia",222,"Temperate Australasia"
"156","Bassian",-0.00145303086398277,0.0182085710788691,0.46575,-0.048388303310839,0.0437523432379054,-0.0372782640947913,0.033245318752202,-0.0316677914513764,0.0272875257252768,-0.0477640693674681,-0.03589335269583,-0.0307938154961531,0.0287964122080048,0.0347978915138471,0.0443484782143983,"KelpCover_Temperate_Australia-Magistrates Point North.Maria Island Reserve.TAS.1-11-285:KelpCover_Temperate_Australia",3,26,1.00009454820797,1.00137211854454,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Magistrates Point North.Maria Island Reserve.TAS.1-11-285:KelpCover_Temperate_Australia",223,"Temperate Australasia"
"157","Bassian",-0.00125229313857556,0.0468884042631452,0.48275,-0.12122070540917,0.119914964569506,-0.0934754262657042,0.0894406707923679,-0.0732764642818316,0.0826323692569245,-0.118878916082409,-0.0926192813680544,-0.0788867229080326,0.0779469660760715,0.0910759144211937,0.121832248573416,"KelpCover_Temperate_Australia-Normans Bay.Port Davey.TAS.16-11-323:KelpCover_Temperate_Australia",3,26,1.00170811323016,1.00657192563877,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Normans Bay.Port Davey.TAS.16-11-323:KelpCover_Temperate_Australia",224,"Temperate Australasia"
"158","Bassian",-0.0012447423704572,0.0375753555003945,0.4825,-0.0936167570374858,0.10328131518513,-0.0759881873897203,0.0711199882807692,-0.0619921106791895,0.0590503172446602,-0.0926277773798072,-0.0745678685712139,-0.0609757023222578,0.0605204540139236,0.0734898021508181,0.105253800073092,"KelpCover_Temperate_Australia-Cape Sorrell Halfway.Central West.TAS.24-11-102:KelpCover_Temperate_Australia",3,26,1.00043910635401,1.00169250585369,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Cape Sorrell Halfway.Central West.TAS.24-11-102:KelpCover_Temperate_Australia",225,"Temperate Australasia"
"159","Bassian",-0.000986649762849192,0.0431388669499829,0.49325,-0.104471206599113,0.118141775979956,-0.0836591964704722,0.082287482108528,-0.0707372132423181,0.0694871051244523,-0.109341401320332,-0.0836699638617007,-0.0710470169574666,0.0694871051244523,0.0822449582597243,0.113655751431453,"KelpCover_Temperate_Australia-West Pyramid.Port Davey.TAS.16-11-549:KelpCover_Temperate_Australia",3,26,1.00022904266962,1.00198752632138,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-West Pyramid.Port Davey.TAS.16-11-549:KelpCover_Temperate_Australia",226,"Temperate Australasia"
"160","Bassian",1.76160019161537e-05,0.0515640496070838,0.50625,-0.131904203801858,0.124522183650633,-0.100315790836417,0.0993128173413744,-0.0851883225156161,0.0833869312566539,-0.128274115192901,-0.103443451273707,-0.0852754449467955,0.083332772159267,0.0980999915843278,0.1280565273507,"KelpCover_Australia_Victoria-Angelsea reef, Westen Central Victoria-26-1:KelpCover_Australia_Victoria",3,25,1.00074003984397,1.00439377256578,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-Angelsea reef, Westen Central Victoria-26-1:KelpCover_Australia_Victoria",227,"Temperate Australasia"
"161","Bassian",0.00038233121527215,0.0364048694393021,0.5075,-0.0879114141244126,0.0977162008419035,-0.074637116980131,0.0693043400434114,-0.0575723058013837,0.0625343800504311,-0.0957445321955175,-0.0722289793175977,-0.0618802830114888,0.0600458833566642,0.0725261741449751,0.0923301102524429,"KelpCover_Australia_Victoria-Victory Shoal, Port Phillip Heads-26-71:KelpCover_Australia_Victoria",3,25,1.00039493850134,1.0024437502422,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-Victory Shoal, Port Phillip Heads-26-71:KelpCover_Australia_Victoria",228,"Temperate Australasia"
"162","Bassian",0.00148635753810556,0.0400663438210122,0.5105,-0.106121551088511,0.10322012646559,-0.0776193692405271,0.0796909144879142,-0.0621902607686948,0.0706506498972517,-0.105602544838838,-0.0772945449689823,-0.0652502530959097,0.0681703556483759,0.0804168574629412,0.104521461405697,"KelpCover_Australia_Victoria-Boat Ramp East, Bunurong-26-6:KelpCover_Australia_Victoria",3,25,1.00083139584818,1.00429715881719,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-Boat Ramp East, Bunurong-26-6:KelpCover_Australia_Victoria",229,"Temperate Australasia"
"163","Bassian",0.00242121654033382,0.0177656848125638,0.56,-0.0419391372462666,0.0466546849822902,-0.032722222853387,0.0368156925012985,-0.0276437566648108,0.0305233601238186,-0.0437626207250791,-0.0337766145607658,-0.0273652890112445,0.0312310614671843,0.03577807369181,0.0461815147659536,"KelpCover_Temperate_Australia-Darlington North.Maria Island Reserve.TAS.1-11-125:KelpCover_Temperate_Australia",3,26,1.00012595611921,1.00126318865387,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Darlington North.Maria Island Reserve.TAS.1-11-125:KelpCover_Temperate_Australia",230,"Temperate Australasia"
"164","Bassian",0.00287225552832208,0.023088595032747,0.55125,-0.058878096848009,0.0614123656216667,-0.0435622462266894,0.0480968686766491,-0.0339101974793824,0.0419779433329511,-0.0588466667216982,-0.0435713554044136,-0.0352850984020772,0.0411362487039119,0.047858817715094,0.0615143634507241,"KelpCover_Temperate_Australia-South East Governor Isle.Bicheno Internal.TAS.12-11-468:KelpCover_Temperate_Australia",3,26,1.00148770614141,1.00171066122591,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-South East Governor Isle.Bicheno Internal.TAS.12-11-468:KelpCover_Temperate_Australia",231,"Temperate Australasia"
"165","Bassian",-0.0176875939381019,0.0513795298761643,0.36875,-0.1465436815438,0.107727903342454,-0.12321064309822,0.0768668703924404,-0.106833652815834,0.0627841362810037,-0.144096849323521,-0.119022570889885,-0.104133482164681,0.0655291465490237,0.0833968222467702,0.112510688117965,"KelpCover_Temperate_Australia-Lonsdale Point South West.Port Phillip Heads.VIC.2-11-275:KelpCover_Temperate_Australia",3,26,1.00490262058225,1.01678179253876,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Lonsdale Point South West.Port Phillip Heads.VIC.2-11-275:KelpCover_Temperate_Australia",192,"Temperate Australasia"
"166","Bassian",-0.0167836430928792,0.0506235323551257,0.36675,-0.138767685242526,0.119929787585812,-0.123679673953242,0.0772936429624744,-0.0985600826353864,0.0688113635475584,-0.145007967328855,-0.116931820793446,-0.100528380009302,0.0676879734234944,0.0845425763991171,0.115892211823436,"KelpCover_Temperate_Australia-Lonsdale Point.Port Phillip Heads.VIC.28-11-276:KelpCover_Temperate_Australia",3,26,1.00196446856106,1.00705224720439,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Lonsdale Point.Port Phillip Heads.VIC.28-11-276:KelpCover_Temperate_Australia",193,"Temperate Australasia"
"167","Bassian",-0.0164670455443927,0.0504303476424414,0.38375,-0.151104552898232,0.10358551966123,-0.114141878915594,0.0831236660938426,-0.0987829186863937,0.0658665628112517,-0.144890563324782,-0.116504869448869,-0.0995673510624107,0.0654841882322186,0.0809958689346556,0.113890701083215,"KelpCover_Temperate_Australia-Lonsdale Back Beach.Port Phillip Heads.VIC.28-11-272:KelpCover_Temperate_Australia",3,26,1.00028490837682,1.00105516249581,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Lonsdale Back Beach.Port Phillip Heads.VIC.28-11-272:KelpCover_Temperate_Australia",194,"Temperate Australasia"
"168","Bassian",-0.0164022777041128,0.0267886230485213,0.26725,-0.084261433593363,0.0497077054703175,-0.0679605482644257,0.0388548188955697,-0.0621527306901433,0.026147796625992,-0.0830044115602086,-0.069999304023136,-0.0613785783816994,0.0276010485944723,0.0376710223844842,0.0512485070236784,"KelpCover_Temperate_Australia-Fossil Cliffs.Maria External.TAS.0-11-181:KelpCover_Temperate_Australia",3,26,1.0015713970587,1.00624918744435,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Fossil Cliffs.Maria External.TAS.0-11-181:KelpCover_Temperate_Australia",195,"Temperate Australasia"
"169","Bassian",-0.0149379232373001,0.050869541526634,0.38425,-0.14642874257363,0.115735811312747,-0.111849685006441,0.0834125197275212,-0.101929404158524,0.0631525748368999,-0.143531010843265,-0.111968450483886,-0.0985091548765888,0.0667394110082903,0.0832797060355618,0.122803564228744,"KelpCover_Temperate_Australia-Merlan Inner.Port Phillip Heads.VIC.28-11-292:KelpCover_Temperate_Australia",3,26,1.00164620405662,1.00332861242886,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Merlan Inner.Port Phillip Heads.VIC.28-11-292:KelpCover_Temperate_Australia",196,"Temperate Australasia"
"170","Bassian",-0.0147988283009686,0.0486603958682957,0.38025,-0.147877699215311,0.100780151511422,-0.103963344575256,0.0858078548185861,-0.0954804426190128,0.0632931402886991,-0.146232366583007,-0.109075598418021,-0.0927627155674565,0.0664921720693948,0.0826338066143626,0.103863697868153,"KelpCover_Australia_Victoria-Barnham Black, Westen Central Victoria-26-3:KelpCover_Australia_Victoria",3,25,1.00011371701379,1.00201293452182,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-Barnham Black, Westen Central Victoria-26-3:KelpCover_Australia_Victoria",197,"Temperate Australasia"
"171","Bassian",-0.0147223214791131,0.018275266675649,0.209,-0.063156057796919,0.0299929509413317,-0.0526791826034627,0.0190028560820494,-0.0447020896564774,0.0146292441398551,-0.0616930587488278,-0.0511132892528561,-0.0446818569490053,0.0146306510285323,0.0207355350785004,0.0324480913305415,"KelpCover_Temperate_Australia-Ile du Nord.Maria External.TAS.0-11-231:KelpCover_Temperate_Australia",3,26,1.0029593054556,1.00489830513186,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Ile du Nord.Maria External.TAS.0-11-231:KelpCover_Temperate_Australia",198,"Temperate Australasia"
"172","Bassian",-0.0143903230793378,0.0508654465357368,0.39275,-0.144893005634108,0.117695321294432,-0.114312677515017,0.0843288620813706,-0.0945464801984046,0.0730215975003642,-0.143352971749705,-0.11586757179071,-0.0998784653303438,0.0681421799459002,0.0838600017283735,0.121735569622633,"KelpCover_Temperate_Australia-Victory Shoal.Port Phillip Heads.VIC.28-11-527:KelpCover_Temperate_Australia",3,26,1.00053509798633,1.00270146763576,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Victory Shoal.Port Phillip Heads.VIC.28-11-527:KelpCover_Temperate_Australia",199,"Temperate Australasia"
"173","Bassian",-0.0130364021297337,0.0359131441996477,0.35675,-0.105384568069887,0.0757687855687334,-0.0797738891364274,0.0590069066489659,-0.0715547190817941,0.0465355729897318,-0.104614032283916,-0.0819498179350578,-0.0721821880016259,0.04621121993337,0.0569490477553482,0.0776898698233651,"KelpCover_Australia_Victoria-The Caves, Bunurong-26-66:KelpCover_Australia_Victoria",3,25,1.00087116648528,1.00311287793541,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-The Caves, Bunurong-26-66:KelpCover_Australia_Victoria",200,"Temperate Australasia"
"174","Bassian",-0.0128753704859326,0.0234379307415318,0.3005,-0.0699344751324527,0.0459979996709198,-0.0562482052278182,0.0343327016867985,-0.0529437030551292,0.0241050731634482,-0.0693868786834549,-0.0584318335384985,-0.0518618465144137,0.0255034447342633,0.0327507759236751,0.047245216386159,"KelpCover_Temperate_Australia-North Governor Isle.Bicheno Internal.TAS.12-11-332:KelpCover_Temperate_Australia",3,26,1.00081942371214,1.00369177533991,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-North Governor Isle.Bicheno Internal.TAS.12-11-332:KelpCover_Temperate_Australia",201,"Temperate Australasia"
"175","Bassian",-0.0127330615157281,0.0512441478237099,0.406,-0.151395713986964,0.109452398962215,-0.109235854759983,0.0887635519679277,-0.100552232692694,0.0680614867858599,-0.141850257641427,-0.112497387696426,-0.0975131491350412,0.0717351189282769,0.0873184769339705,0.122283820490092,"KelpCover_Temperate_Australia-Lonsdale Kelp Inner.Port Phillip Heads.VIC.28-11-273:KelpCover_Temperate_Australia",3,26,1.00191338126665,1.00389567485566,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Lonsdale Kelp Inner.Port Phillip Heads.VIC.28-11-273:KelpCover_Temperate_Australia",202,"Temperate Australasia"
"176","Bassian",-0.0116123775202955,0.033484553824051,0.35375,-0.0977425531726579,0.0785522148533424,-0.0739159548331992,0.0554143210374945,-0.0644944624752391,0.0438510460005356,-0.099446151297728,-0.0753315610549525,-0.0651467760858006,0.0434830574320181,0.0543796971056268,0.0774103929934249,"KelpCover_Temperate_Australia-Anniversary Point.North West.TAS.9-11-5:KelpCover_Temperate_Australia",3,26,1.00269237425333,1.00518595767381,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Anniversary Point.North West.TAS.9-11-5:KelpCover_Temperate_Australia",203,"Temperate Australasia"
"177","Bassian",-0.0110676426029575,0.0442070457529144,0.394,-0.118953915172595,0.105389863822367,-0.094209878627536,0.0782361714294947,-0.0822854004833048,0.0633613311208665,-0.11896111444098,-0.0950176053926527,-0.0827352627875334,0.0633049819628119,0.0774795035036642,0.104830518231551,"KelpCover_Temperate_Australia-Muttonbird Island South.Port Davey.TAS.16-11-310:KelpCover_Temperate_Australia",3,26,0.999982332997919,1.0017347570209,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Muttonbird Island South.Port Davey.TAS.16-11-310:KelpCover_Temperate_Australia",204,"Temperate Australasia"
"178","Bassian",-0.0109092586719635,0.0347944097772233,0.3725,-0.0928440617377879,0.0805838419820436,-0.0787595577417232,0.0563706923525134,-0.0680084201316537,0.0468428049405284,-0.0951502691928844,-0.0780549449109133,-0.0695152346667337,0.0459834963394387,0.0571747263672051,0.0794690644484911,"KelpCover_Temperate_Australia-Milner Head .Port Davey.TAS.16-11-297:KelpCover_Temperate_Australia",3,26,1.00288025112988,1.00883863129113,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Milner Head .Port Davey.TAS.16-11-297:KelpCover_Temperate_Australia",205,"Temperate Australasia"
"179","Bassian",-0.0108552880280399,0.0439270208239705,0.40475,-0.128241606460372,0.101492349026031,-0.0938660262559377,0.0788377311333042,-0.0907322935397002,0.053156691010284,-0.125287065768621,-0.0956853001391137,-0.0844299271945032,0.0612246694730016,0.0771837783757475,0.108106480374037,"KelpCover_Temperate_Australia-Whalers Point North. 300m North of Whalers Point E-11-557:KelpCover_Temperate_Australia",3,26,1.00199977447703,1.00460886022652,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Whalers Point North. 300m North of Whalers Point E-11-557:KelpCover_Temperate_Australia",206,"Temperate Australasia"
"180","Bassian",-0.010159976008995,0.0516427101483443,0.4215,-0.143350783668411,0.12689902010079,-0.116567671943895,0.0894340750445431,-0.095374377602542,0.0712657829298468,-0.141010105415802,-0.112097553632035,-0.0928762911487871,0.074516166656513,0.0945427343880466,0.129161596542598,"KelpCover_Australia_Victoria-Phyco Reef, Westen Central Victoria-26-51:KelpCover_Australia_Victoria",3,25,1.00067530400949,1.0031239698477,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-Phyco Reef, Westen Central Victoria-26-51:KelpCover_Australia_Victoria",207,"Temperate Australasia"
"181","Bassian",-0.00910414959371433,0.0181897379416635,0.31075,-0.0537857336530701,0.0370773594846363,-0.0451565048707454,0.0267360827511102,-0.0379693766496045,0.0220527102209755,-0.0552980908107065,-0.0454662631876895,-0.0395457729139867,0.0208937813339932,0.0265806235497809,0.0364008142926226,"KelpCover_Temperate_Australia-Painted Cliffs North.Maria Island Reserve.TAS.1-11-374:KelpCover_Temperate_Australia",3,26,1.00218777942084,1.00655064913566,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Painted Cliffs North.Maria Island Reserve.TAS.1-11-374:KelpCover_Temperate_Australia",208,"Temperate Australasia"
"182","Bassian",-0.00880422322330333,0.0361116703606928,0.408,-0.100994348436332,0.0895658962893978,-0.0804086490480405,0.058128784721839,-0.0657428083993782,0.0541160548105424,-0.100996412274567,-0.0777298747866356,-0.0697691523921245,0.0504401445353003,0.0609537406971304,0.0894030161380877,"KelpCover_Australia_Victoria-Lonsdale Pt SW, Port Phillip Heads-26-35:KelpCover_Australia_Victoria",3,25,1.00167092699672,1.00501964407333,"site_slope","Ecoregion","1900-2015","KelpCover_Australia_Victoria-Lonsdale Pt SW, Port Phillip Heads-26-35:KelpCover_Australia_Victoria",209,"Temperate Australasia"
"183","Bassian",-0.00871910800824026,0.0178268631488071,0.3115,-0.0558410026327673,0.0376250511474345,-0.0457674785337418,0.023695007542396,-0.0382899533381091,0.0193240695400115,-0.0544877171206042,-0.0444746319285756,-0.0380004725292125,0.0198061605234684,0.0261200094356698,0.0394553504268654,"KelpCover_Temperate_Australia-Spring Beach.Maria Island Vincinity.TAS.2-11-484:KelpCover_Temperate_Australia",3,26,1.00074674203776,1.00179400877287,"site_slope","Ecoregion","1900-2015","KelpCover_Temperate_Australia-Spring Beach.Maria Island Vincinity.TAS.2-11-484:KelpCover_Temperate_Australia",210,"Temperate Australasia"
