"X","study_ID","Study","Site","Latitude","Longitude","max_Depth","mean_Depth","min_Depth","trajectory_ID","sample_size","sample_unit_size_sq_m","year","period","rawDate","sasDate","biomass_KG_wet_per_sq_m","Stipe_Density_num_per_sq_m","individual_per_sq_m","percent_cover","biomass_KG_wet_per_sq_m_STD","Stipe_Density_num_per_sq_m_STD","individual_per_sq_m_STD","percent_cover_STD","focalKelp","focalKelp_STD","focalUnit","elapsed","ROC","len","ECOREGION","PROVINCE","REALM","StudySite","Date","DaysSince1900","YearsSince1900","Decade","stdByECOREGION","stdByECOREGIONZ","ln_stdByECOREGION","stdByREALM","stdByREALMZ","ln_stdByREALM","stdByPROVINCE","stdByPROVINCEZ","ln_stdByPROVINCE","realLatByRealm","num_years","ProvinceSite","EcoregionSite","julian","meanjul","SiteN","StudyN","ProvinceN","EcoregionN"
570,4,"Konar_Beaufort_Sea","Prudhoe.Bay.E3",70.325,-147.649,5,5,5,9,25,0.35,2006,3,17028,2006-08-15,0.044633,4.22,4.22,0,0.06579,9.874293,9.874293,0,0.0446333333,0.0657903226,4,365,1.0885126918,4,"Beaufort Sea - continental coast and shelf","Arctic","Arctic","Konar_Beaufort_Sea-Prudhoe.Bay.E3-4-9",20060815,38942,106.617385352498,2000,0.368140327449687,1.04540129885167,2.15364917341261,0.00997364692098101,0.0319114796668904,-1.45486871010652,0.00997364692098101,0.0319114796668904,-1.45486871010652,23.658333,3,"Arctic:Prudhoe.Bay.E3","Beaufort Sea - continental coast and shelf:Prudhoe.Bay.E3",13375,13192.5,473,31,2,4
571,4,"Konar_Beaufort_Sea","Prudhoe.Bay.E3",70.325,-147.649,5,5,5,9,15,0.46,2007,4,17393,2007-08-15,0.0388,0.933333,0.933333,1,0.117137,1.791514,1.791514,1.369306,0.0388,0.1171369569,4,365,-0.140156649,4,"Beaufort Sea - continental coast and shelf","Arctic","Arctic","Konar_Beaufort_Sea-Prudhoe.Bay.E3-4-9",20070815,39307,107.616700889802,2000,0.320026393929396,0.908773049120327,2.14804942759899,0.00867014564950862,0.0277408232710988,-1.46046845592014,0.00867014564950862,0.0277408232710988,-1.46046845592014,23.658333,3,"Arctic:Prudhoe.Bay.E3","Beaufort Sea - continental coast and shelf:Prudhoe.Bay.E3",13740,13192.5,473,31,2,4
577,4,"Konar_Beaufort_Sea","Prudhoe.Bay.W3",70.376,-147.794,6,6,6,13,5,0.25,2003,1,15932,2003-08-15,0.081067,NA,NA,NA,0.066849,NA,NA,NA,0.0810666667,0.0668490838,4,NA,NA,5,"Beaufort Sea - continental coast and shelf","Arctic","Arctic","Konar_Beaufort_Sea-Prudhoe.Bay.W3-4-13",20030815,37846,103.616700889802,2000,0.668646211646321,1.89874231646856,2.18793143487086,0.0181149434950817,0.0579602080954063,-1.42058644864828,0.0181149434950817,0.0579602080954063,-1.42058644864828,23.709333,4,"Arctic:Prudhoe.Bay.W3","Beaufort Sea - continental coast and shelf:Prudhoe.Bay.W3",12279,13009.8,474,31,2,4
578,4,"Konar_Beaufort_Sea","Prudhoe.Bay.W3",70.376,-147.794,5,5,5,13,15,0.46,2004,2,16298,2004-08-15,0.000133,0.342222,0.342222,0.42,0.000422,0.72017,0.72017,0.531037,0.0001333333,0.000421637,4,366,-6.397039278,5,"Beaufort Sea - continental coast and shelf","Arctic","Arctic","Konar_Beaufort_Sea-Prudhoe.Bay.W3-4-13",20040815,38212,104.618754277892,2000,0.00109974678323985,0.00312293065954318,2.11011655120444,2.97943074981863e-05,9.53292657590823e-05,-1.4984013323147,2.97943074981863e-05,9.53292657590823e-05,-1.4984013323147,23.709333,4,"Arctic:Prudhoe.Bay.W3","Beaufort Sea - continental coast and shelf:Prudhoe.Bay.W3",12645,13009.8,474,31,2,4
579,4,"Konar_Beaufort_Sea","Prudhoe.Bay.W3",70.376,-147.794,5,5,5,13,20,0.19,2005,3,16663,2005-08-15,0.046582,5.6,5.6,NA,0.067401,12.93872,12.93872,NA,0.046582,0.0674011121,4,365,5.8601282602,5,"Beaufort Sea - continental coast and shelf","Arctic","Arctic","Konar_Beaufort_Sea-Prudhoe.Bay.W3-4-13",20050815,38577,105.618069815195,2000,0.384213130979875,1.09104294263204,2.15551284305293,0.0104090908413766,0.0333047172581011,-1.45300504046621,0.0104090908413766,0.0333047172581011,-1.45300504046621,23.709333,4,"Arctic:Prudhoe.Bay.W3","Beaufort Sea - continental coast and shelf:Prudhoe.Bay.W3",13010,13009.8,474,31,2,4
580,4,"Konar_Beaufort_Sea","Prudhoe.Bay.W3",70.376,-147.794,5,5,5,13,25,0.35,2006,4,17028,2006-08-15,0.161467,1.48,1.48,0,0.205813,1.906568,1.906568,0,0.1614666667,0.2058134737,4,365,1.2439359503,5,"Beaufort Sea - continental coast and shelf","Arctic","Arctic","Konar_Beaufort_Sea-Prudhoe.Bay.W3-4-13",20060815,38942,106.617385352498,2000,1.33179368772682,3.78186997495502,2.25966680111572,0.036080915407981,0.115443769719023,-1.34885108240341,0.036080915407981,0.115443769719023,-1.34885108240341,23.709333,4,"Arctic:Prudhoe.Bay.W3","Beaufort Sea - continental coast and shelf:Prudhoe.Bay.W3",13375,13009.8,474,31,2,4
581,4,"Konar_Beaufort_Sea","Prudhoe.Bay.W3",70.376,-147.794,5,5,5,13,15,0.46,2007,5,17393,2007-08-15,6e-04,0.3,0.3,0.52,0.001897,0.621059,0.621059,1.107136,6e-04,0.0018973666,4,365,-5.598956624,5,"Beaufort Sea - continental coast and shelf","Arctic","Arctic","Konar_Beaufort_Sea-Prudhoe.Bay.W3-4-13",20070815,39307,107.616700889802,2000,0.00494886176179479,0.0140531914812422,2.1105830468645,0.000134074417260443,0.000428981803161321,-1.49793483665463,0.000134074417260443,0.000428981803161321,-1.49793483665463,23.709333,4,"Arctic:Prudhoe.Bay.W3","Beaufort Sea - continental coast and shelf:Prudhoe.Bay.W3",13740,13009.8,474,31,2,4
5628,13,"Borum_etal_2002","Young Sound",74.3,-20.233333,5,5,5,11,1,20,1999,2,14502,1999-09-15,0,NA,NA,NA,NA,NA,NA,NA,0,NA,4,NA,NA,3,"East Greenland Shelf","Arctic","Arctic","Borum_etal_2002-Young Sound-13-11",19990915,36416,99.7015742642026,1990,0,0,3.40119738166216,0,0,-1.4985346567266,0,0,-1.4985346567266,27.633333,2,"Arctic:Young Sound","East Greenland Shelf:Young Sound",10849,11245,14,7,2,8
5629,13,"Borum_etal_2002","Young Sound",74.3,-20.233333,10,10,10,11,1,20,2000,3,14898,2000-10-15,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,NA,4,396,9999,3,"East Greenland Shelf","Arctic","Arctic","Borum_etal_2002-Young Sound-13-11",20001015,36812,100.785763175907,2000,3,1.73205080756888,3.49650756146648,0.0223457362100738,0.0714969671935535,-1.40322447692228,0.0223457362100738,0.0714969671935535,-1.40322447692228,27.633333,2,"Arctic:Young Sound","East Greenland Shelf:Young Sound",11245,11245,14,7,2,8
5630,13,"Borum_etal_2002","Young Sound",74.3,-20.233333,15,15,15,11,1,20,2001,4,15294,2001-11-15,0,NA,NA,NA,NA,NA,NA,NA,0,NA,4,396,-9999,3,"East Greenland Shelf","Arctic","Arctic","Borum_etal_2002-Young Sound-13-11",20011115,37208,101.869952087611,2000,0,0,3.40119738166216,0,0,-1.4985346567266,0,0,-1.4985346567266,27.633333,2,"Arctic:Young Sound","East Greenland Shelf:Young Sound",11641,11245,14,7,2,8
5936,13,"Keats_etal_1985","Conception Bay",46.666667,-52.833333,4,4,4,48,1,0.1,1979,1,7135,1979-07-15,0.7366,NA,NA,NA,NA,NA,NA,NA,0.7366,NA,4,NA,NA,5,"Northern Grand Banks - Southern Labrador","Arctic","Arctic","Keats_etal_1985-Conception Bay-13-48",19790715,29049,79.5318275154004,1970,0.164598692923403,0.342639087937085,-0.946605478082193,0.164598692923403,0.526646660347715,-0.946605478082193,0.164598692923403,0.526646660347715,-0.946605478082193,0,4,"Arctic:Conception Bay","Northern Grand Banks - Southern Labrador:Conception Bay",3482,4212.8,261,27,2,22
5937,13,"Keats_etal_1985","Conception Bay",46.666667,-52.833333,4,4,4,48,1,0.1,1980,2,7501,1980-07-15,2.42508,NA,NA,NA,NA,NA,NA,NA,2.42508,NA,4,366,1.1891330369,5,"Northern Grand Banks - Southern Labrador","Arctic","Arctic","Keats_etal_1985-Conception Bay-13-48",19800715,29415,80.5338809034908,1980,0.541901979683257,1.12805756092108,-0.267409827620964,0.541901979683257,1.73385865201743,-0.267409827620964,0.541901979683257,1.73385865201743,-0.267409827620964,0,4,"Arctic:Conception Bay","Northern Grand Banks - Southern Labrador:Conception Bay",3848,4212.8,261,27,2,22
5938,13,"Keats_etal_1985","Conception Bay",46.666667,-52.833333,4,4,4,48,1,0.1,1981,3,7866,1981-07-15,5.1893,NA,NA,NA,NA,NA,NA,NA,5.1893,NA,4,365,0.7612553507,5,"Northern Grand Banks - Southern Labrador","Arctic","Arctic","Keats_etal_1985-Conception Bay-13-48",19810715,29780,81.533196440794,1980,1.15958728914936,2.41387051185435,0.324287337953272,1.15958728914936,3.71019211857507,0.324287337953272,1.15958728914936,3.71019211857507,0.324287337953272,0,4,"Arctic:Conception Bay","Northern Grand Banks - Southern Labrador:Conception Bay",4213,4212.8,261,27,2,22
5939,13,"Keats_etal_1985","Conception Bay",46.666667,-52.833333,4,4,4,48,1,0.1,1982,4,8231,1982-07-15,5.811,NA,NA,NA,NA,NA,NA,NA,5.811,NA,4,365,0.1132313624,5,"Northern Grand Banks - Southern Labrador","Arctic","Arctic","Keats_etal_1985-Conception Bay-13-48",19820715,30145,82.5325119780972,1980,1.29851073116739,2.70306236763834,0.420004295532581,1.29851073116739,4.15468876361739,0.420004295532581,1.29851073116739,4.15468876361739,0.420004295532581,0,4,"Arctic:Conception Bay","Northern Grand Banks - Southern Labrador:Conception Bay",4578,4212.8,261,27,2,22
5940,13,"Keats_etal_1985","Conception Bay",46.666667,-52.833333,4,4,4,48,1,0.1,1983,5,8596,1983-07-15,2.1682,NA,NA,NA,NA,NA,NA,NA,2.1682,NA,4,365,-0.986530586,5,"Northern Grand Banks - Southern Labrador","Arctic","Arctic","Keats_etal_1985-Conception Bay-13-48",19830715,30510,83.5318275154004,1980,0.484500252506819,1.00856648176105,-0.345371053453987,0.484500252506819,1.55019724269063,-0.345371053453987,0.484500252506819,1.55019724269063,-0.345371053453987,0,4,"Arctic:Conception Bay","Northern Grand Banks - Southern Labrador:Conception Bay",4943,4212.8,261,27,2,22
5868,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,1989,1,10758,1989-06-15,NA,NA,15,NA,NA,NA,NA,NA,15,NA,2,NA,NA,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",19890615,32672,89.45106091718,1980,0.697674418604651,3.89006062612525,-0.295464212893836,0.697674418604651,3.89006062612525,-0.295464212893836,0.697674418604651,3.89006062612525,-0.295464212893836,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",7105,10560.6923076923,235,19,7,15
5869,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,1993,2,12219,1993-06-15,NA,NA,16,NA,NA,NA,NA,NA,16,NA,2,1461,0.0161346303,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",19930615,34133,93.45106091718,1990,0.744186046511628,4.14939800120026,-0.234839591077401,0.744186046511628,4.14939800120026,-0.234839591077401,0.744186046511628,4.14939800120026,-0.234839591077401,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",8566,10560.6923076923,235,19,7,15
5870,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,1994,3,12584,1994-06-15,NA,NA,16.5,NA,NA,NA,NA,NA,16.5,NA,2,365,0.0307927351,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",19940615,34498,94.4503764544832,1990,0.767441860465116,4.27906668873777,-0.205852054204149,0.767441860465116,4.27906668873777,-0.205852054204149,0.767441860465116,4.27906668873777,-0.205852054204149,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",8931,10560.6923076923,235,19,7,15
5871,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,1995,4,12949,1995-06-15,NA,NA,15.5,NA,NA,NA,NA,NA,15.5,NA,2,365,-0.062563179,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",19950615,34863,95.4496919917865,1990,0.720930232558139,4.01972931366275,-0.264692554227082,0.720930232558139,4.01972931366275,-0.264692554227082,0.720930232558139,4.01972931366275,-0.264692554227082,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",9296,10560.6923076923,235,19,7,15
5872,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,1997,5,13680,1997-06-15,NA,NA,14,NA,NA,NA,NA,NA,14,NA,2,731,-0.050856538,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",19970615,35594,97.45106091718,1990,0.651162790697674,3.63072325105023,-0.360002734031407,0.651162790697674,3.63072325105023,-0.360002734031407,0.651162790697674,3.63072325105023,-0.360002734031407,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",10027,10560.6923076923,235,19,7,15
5873,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,1998,6,14045,1998-06-15,NA,NA,13.5,NA,NA,NA,NA,NA,13.5,NA,2,365,-0.036392554,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",19980615,35959,98.4503764544832,1990,0.627906976744186,3.50105456351272,-0.393904285707088,0.627906976744186,3.50105456351272,-0.393904285707088,0.627906976744186,3.50105456351272,-0.393904285707088,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",10392,10560.6923076923,235,19,7,15
5874,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,1999,7,14410,1999-06-15,NA,NA,17,NA,NA,NA,NA,NA,17,NA,2,365,0.2306815515,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",19990615,36324,99.4496919917865,1990,0.790697674418605,4.40873537627528,-0.177681177237452,0.790697674418605,4.40873537627528,-0.177681177237452,0.790697674418605,4.40873537627528,-0.177681177237452,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",10757,10560.6923076923,235,19,7,15
5875,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,2000,8,14776,2000-06-15,NA,NA,13,NA,NA,NA,NA,NA,13,NA,2,366,-0.267714265,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",20000615,36690,100.451745379877,2000,0.604651162790698,3.37138587597521,-0.428995605518359,0.604651162790698,3.37138587597521,-0.428995605518359,0.604651162790698,3.37138587597521,-0.428995605518359,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",11123,10560.6923076923,235,19,7,15
5876,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,2001,9,15141,2001-06-15,NA,NA,12.5,NA,NA,NA,NA,NA,12.5,NA,2,365,-0.039247577,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",20010615,37055,101.45106091718,2000,0.581395348837209,3.2417171884377,-0.465363249689233,0.581395348837209,3.2417171884377,-0.465363249689233,0.581395348837209,3.2417171884377,-0.465363249689233,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",11488,10560.6923076923,235,19,7,15
5877,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,2002,10,15506,2002-06-15,NA,NA,15,NA,NA,NA,NA,NA,15,NA,2,365,0.1824464346,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",20020615,37420,102.450376454483,2000,0.697674418604651,3.89006062612525,-0.295464212893836,0.697674418604651,3.89006062612525,-0.295464212893836,0.697674418604651,3.89006062612525,-0.295464212893836,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",11853,10560.6923076923,235,19,7,15
5878,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,2003,11,15871,2003-06-15,NA,NA,11.5,NA,NA,NA,NA,NA,11.5,NA,2,365,-0.265885154,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",20030615,37785,103.449691991786,2000,0.534883720930233,2.98237981336269,-0.542324290825362,0.534883720930233,2.98237981336269,-0.542324290825362,0.534883720930233,2.98237981336269,-0.542324290825362,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",12218,10560.6923076923,235,19,7,15
5879,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,2004,12,16237,2004-06-15,NA,NA,25,NA,NA,NA,NA,NA,25,NA,2,366,0.774937542,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",20040615,38151,104.451745379877,2000,1.16279069767442,6.48343437687541,0.190043602887865,1.16279069767442,6.48343437687541,0.190043602887865,1.16279069767442,6.48343437687541,0.190043602887865,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",12584,10560.6923076923,235,19,7,15
5880,13,"Ettinger_etal_2008","Sydney_1",-33.989415,151.181105,11,11,11,31,1,1,2005,13,16602,2005-06-15,NA,NA,22.5,NA,NA,NA,NA,NA,22.5,NA,2,365,-0.10543268,13,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Ettinger_etal_2008-Sydney_1-13-31",20050615,38516,105.45106091718,2000,1.04651162790698,5.83509093918787,0.0889474860164963,1.04651162790698,5.83509093918787,0.0889474860164963,1.04651162790698,5.83509093918787,0.0889474860164963,3.868682,16,"East Central Australian Shelf:Sydney_1","Manning-Hawkesbury:Sydney_1",12949,10560.6923076923,235,19,7,15
5555,13,"Andrew_1991","2",-33.990112,151.230081,6,6,6,3,1,0.25,1986,1,9511,1986-01-15,NA,0,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,12,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Andrew_1991-2-13-3",19860115,31425,86.0369609856263,1980,0,0,-3.75341797525151,0,0,-3.75341797525151,0,0,-3.75341797525151,3.869379,2,"East Central Australian Shelf:2","Manning-Hawkesbury:2",5858,6288.08333333333,2,2,7,15
5556,13,"Andrew_1991","2",-33.990112,151.230081,6,6,6,3,1,0.25,1986,2,9601,1986-04-15,NA,0,0,NA,NA,NA,NA,NA,0,NA,3,90,NA,12,"Manning-Hawkesbury","East Central Australian Shelf","Temperate Australasia","Andrew_1991-2-13-3",19860415,31515,86.2833675564682,1980,0,0,-3.75341797525151,0,0,-3.75341797525151,0,0,-3.75341797525151,3.869379,2,"East Central Australian Shelf:2","Manning-Hawkesbury:2",5948,6288.08333333333,2,2,7,15
